city,area,sqft,bhk,bathrooms,price
Hyderabad,HITEC City,1402,3,3,15373000.0
Chennai,Medavakkam,1618,3,3,14332000.0
Hyderabad,Miyapur,1269,3,3,7241000.0
Delhi,Rohini,1292,3,2,10464000.0
Bangalore,Whitefield,886,2,2,11788000.0
Hyderabad,Kukatpally,1177,2,2,6498000.0
Bangalore,Sarjapur Road,1477,3,3,18793000.0
Mumbai,Chembur,2410,4,4,40414000.0
Hyderabad,Miyapur,1745,3,2,10016000.0
Bangalore,Whitefield,1176,2,2,13597000.0
Hyderabad,Gachibowli,665,1,1,4457000.0
Hyderabad,HITEC City,1309,3,3,11995000.0
Hyderabad,Kukatpally,1119,3,3,6256000.0
Bangalore,Sarjapur Road,1133,3,3,14501000.0
Chennai,Medavakkam,1779,3,3,16401000.0
Hyderabad,Kukatpally,1073,2,2,6116000.0
Hyderabad,Miyapur,3276,5,5,22759000.0
Chennai,Medavakkam,1758,3,3,14943000.0
Bangalore,Yelahanka,759,2,2,7373000.0
Chennai,Chromepet,1189,2,1,6925000.0
Hyderabad,HITEC City,1777,3,3,15418000.0
Bangalore,Sarjapur Road,1694,3,3,25054000.0
Bangalore,Electronic City,1549,3,3,15867000.0
Mumbai,Borivali,1432,3,2,19662000.0
Hyderabad,Kondapur,2077,4,4,17690000.0
Bangalore,Hebbal,741,2,2,12009000.0
Mumbai,Borivali,587,1,1,5676000.0
Hyderabad,Miyapur,2255,4,4,14713000.0
Mumbai,Borivali,1050,2,2,12439000.0
Delhi,Saket,1112,3,3,13638000.0
Hyderabad,Miyapur,1620,3,3,9397000.0
Bangalore,Hebbal,1099,2,2,16530000.0
Hyderabad,Miyapur,1134,2,2,5127000.0
Bangalore,Yelahanka,1061,2,2,10677000.0
Delhi,Saket,1757,3,3,23125000.0
Delhi,Greater Kailash,1605,3,3,22302000.0
Hyderabad,Gachibowli,1238,3,3,10518000.0
Chennai,Medavakkam,1225,3,3,10510000.0
Bangalore,Hebbal,2795,4,4,49534000.0
Bangalore,Sarjapur Road,945,2,1,12049000.0
Delhi,Rohini,2617,4,4,22981000.0
Hyderabad,Kondapur,785,2,1,6088000.0
Bangalore,Electronic City,1113,2,2,10879000.0
Chennai,Medavakkam,1017,2,1,8550000.0
Hyderabad,Kukatpally,2085,4,4,15018000.0
Bangalore,Hebbal,791,2,2,11535000.0
Chennai,OMR,1261,3,3,15233000.0
Bangalore,Electronic City,1715,3,3,16854000.0
Hyderabad,Kukatpally,430,1,1,2204000.0
Mumbai,Worli,1965,4,4,54244000.0
Hyderabad,Miyapur,1241,3,3,7386000.0
Hyderabad,Miyapur,1547,3,3,8360000.0
Delhi,Rohini,1015,2,1,6916000.0
Delhi,Saket,1133,2,2,14189000.0
Delhi,Greater Kailash,859,2,2,14403000.0
Bangalore,Hebbal,1831,4,4,34797000.0
Mumbai,Chembur,2577,4,4,39314000.0
Chennai,OMR,2389,4,4,29336000.0
Hyderabad,HITEC City,1280,3,3,12289000.0
Delhi,Rohini,1122,3,3,9177000.0
Hyderabad,Miyapur,1736,3,3,10481000.0
Hyderabad,Gachibowli,2665,4,4,22189000.0
Chennai,Pallavaram,1081,2,2,8076000.0
Bangalore,Whitefield,775,2,1,9673000.0
Delhi,Dwarka,1481,3,2,17060000.0
Mumbai,Chembur,871,2,2,12374000.0
Hyderabad,Gachibowli,1347,3,3,11539000.0
Mumbai,Worli,2047,4,4,51861000.0
Hyderabad,Kondapur,1383,3,3,10713000.0
Bangalore,Hebbal,1755,3,3,29223000.0
Bangalore,Yelahanka,1276,3,2,11150000.0
Bangalore,Hebbal,1015,2,2,14323000.0
Bangalore,Hebbal,1688,3,3,26781000.0
Delhi,Saket,3680,5,5,55727000.0
Hyderabad,Miyapur,775,2,2,4215000.0
Mumbai,Worli,1478,3,2,39847000.0
Delhi,Uttam Nagar,2300,4,4,13500000.0
Chennai,OMR,1603,3,3,16144000.0
Mumbai,Andheri East,2095,4,4,36296000.0
Bangalore,Whitefield,679,1,1,9434000.0
Chennai,Ambattur,865,2,1,6518000.0
Delhi,Greater Kailash,1988,4,4,35144000.0
Delhi,Dwarka,1550,3,3,14347000.0
Mumbai,Andheri East,937,2,2,17011000.0
Bangalore,Sarjapur Road,1170,2,1,11694000.0
Hyderabad,Kukatpally,1197,3,3,6834000.0
Bangalore,Hebbal,1390,3,3,24276000.0
Hyderabad,Gachibowli,1649,3,2,14383000.0
Delhi,Rohini,888,2,2,6243000.0
Delhi,Uttam Nagar,2433,4,4,14477000.0
Delhi,Rohini,1647,3,2,14462000.0
Delhi,Greater Kailash,1861,4,3,36847000.0
Bangalore,Whitefield,1045,2,2,14527000.0
Hyderabad,Kondapur,530,1,1,3837000.0
Hyderabad,Gachibowli,987,2,1,7664000.0
Chennai,OMR,659,1,1,5926000.0
Bangalore,Electronic City,415,1,1,3385000.0
Mumbai,Worli,880,2,2,22371000.0
Bangalore,Hebbal,1217,3,2,19736000.0
Mumbai,Worli,1978,4,4,58440000.0
Chennai,Ambattur,793,2,2,6434000.0
Hyderabad,Kondapur,1056,2,2,7977000.0
Delhi,Dwarka,1683,3,3,17058000.0
Mumbai,Andheri East,1730,3,3,35332000.0
Hyderabad,Kondapur,1596,3,2,12940000.0
Chennai,Medavakkam,1078,2,2,9148000.0
Bangalore,Whitefield,954,2,2,12952000.0
Chennai,Ambattur,1782,3,2,14586000.0
Bangalore,Yelahanka,1765,3,3,22781000.0
Delhi,Dwarka,760,2,2,7462000.0
Mumbai,Borivali,1017,2,2,12861000.0
Chennai,Pallavaram,438,1,1,2580000.0
Chennai,Chromepet,440,1,1,3099000.0
Bangalore,Hebbal,1104,2,2,19296000.0
Chennai,OMR,1751,3,3,19714000.0
Bangalore,Electronic City,2436,4,4,24024000.0
Chennai,Chromepet,489,1,1,3469000.0
Mumbai,Borivali,596,1,1,6592000.0
Chennai,Chromepet,858,2,2,6642000.0
Bangalore,Hebbal,657,1,1,9352000.0
Mumbai,Borivali,1648,4,3,27162000.0
Delhi,Rohini,863,2,2,6606000.0
Mumbai,Chembur,1658,4,4,25519000.0
Mumbai,Andheri East,2155,4,3,46741000.0
Hyderabad,Miyapur,757,2,2,4077000.0
Mumbai,Chembur,550,1,1,7121000.0
Delhi,Rohini,448,1,1,3338000.0
Mumbai,Andheri East,748,2,2,12407000.0
Mumbai,Lower Parel,560,1,1,11517000.0
Mumbai,Andheri East,1435,3,2,25327000.0
Delhi,Uttam Nagar,1126,2,2,6736000.0
Bangalore,Whitefield,521,1,1,5854000.0
Chennai,Pallavaram,1290,3,3,11129000.0
Chennai,Medavakkam,1719,3,2,14852000.0
Hyderabad,Gachibowli,711,2,1,5746000.0
Hyderabad,Kukatpally,934,2,2,5167000.0
Delhi,Rohini,856,2,2,7054000.0
Hyderabad,Miyapur,1159,2,1,5751000.0
Bangalore,Sarjapur Road,2308,4,4,31973000.0
Chennai,Pallavaram,525,1,1,3489000.0
Chennai,Ambattur,899,2,1,6251000.0
Chennai,Ambattur,1364,3,3,12303000.0
Chennai,Medavakkam,1024,2,1,7840000.0
Mumbai,Chembur,1182,2,1,16605000.0
Mumbai,Andheri East,1627,3,3,33228000.0
Bangalore,Yelahanka,805,2,2,7410000.0
Delhi,Saket,1173,2,2,14236000.0
Hyderabad,HITEC City,1073,2,2,8629000.0
Hyderabad,Kondapur,725,2,2,5631000.0
Hyderabad,Kondapur,999,2,2,6678000.0
Mumbai,Borivali,870,2,2,9999000.0
Chennai,Ambattur,738,2,2,4896000.0
Chennai,Medavakkam,1192,3,3,10491000.0
Delhi,Saket,943,2,2,13464000.0
Mumbai,Lower Parel,1085,2,2,20762000.0
Delhi,Rohini,751,2,2,5194000.0
Delhi,Saket,2512,5,5,39674000.0
Delhi,Dwarka,1676,4,3,16708000.0
Chennai,OMR,1555,3,2,18572000.0
Bangalore,Sarjapur Road,2245,4,4,35726000.0
Bangalore,Whitefield,829,2,1,12663000.0
Delhi,Uttam Nagar,1122,2,1,6189000.0
Chennai,OMR,473,1,1,5122000.0
Bangalore,Whitefield,1144,2,1,14917000.0
Delhi,Saket,731,2,2,10294000.0
Mumbai,Andheri East,2751,4,4,50950000.0
Delhi,Rohini,1654,3,2,13780000.0
Hyderabad,Gachibowli,1714,3,3,15407000.0
Chennai,Pallavaram,556,1,1,3769000.0
Mumbai,Borivali,567,1,1,7026000.0
Bangalore,Sarjapur Road,614,1,1,6383000.0
Bangalore,Yelahanka,1131,2,2,11099000.0
Mumbai,Lower Parel,756,2,2,15486000.0
Bangalore,Yelahanka,1173,3,3,10311000.0
Delhi,Rohini,619,1,1,4331000.0
Hyderabad,Gachibowli,926,2,2,8292000.0
Mumbai,Borivali,827,2,2,8700000.0
Mumbai,Chembur,1815,4,3,28052000.0
Hyderabad,HITEC City,2302,4,4,22430000.0
Delhi,Greater Kailash,1292,3,3,21524000.0
Hyderabad,Miyapur,1116,2,1,5732000.0
Mumbai,Chembur,425,1,1,5082000.0
Mumbai,Andheri East,777,2,2,11526000.0
Mumbai,Borivali,771,2,2,9163000.0
Hyderabad,Kukatpally,3881,5,5,25825000.0
Delhi,Rohini,1869,4,4,13317000.0
Mumbai,Worli,2764,4,3,67756000.0
Chennai,Pallavaram,927,2,2,7159000.0
Mumbai,Chembur,1097,2,2,16656000.0
Chennai,Ambattur,1002,2,2,7518000.0
Chennai,Medavakkam,1007,2,2,8447000.0
Bangalore,Sarjapur Road,1308,3,3,20040000.0
Chennai,Medavakkam,1889,4,4,15249000.0
Delhi,Saket,1756,3,2,25853000.0
Chennai,Pallavaram,1188,3,3,9008000.0
Delhi,Rohini,1394,3,3,12154000.0
Delhi,Dwarka,2578,4,4,28345000.0
Mumbai,Andheri East,2024,4,3,38949000.0
Chennai,Chromepet,2405,4,3,18948000.0
Hyderabad,Miyapur,886,2,1,4666000.0
Chennai,Chromepet,1726,3,3,15491000.0
Chennai,Pallavaram,1251,3,3,10765000.0
Mumbai,Chembur,540,1,1,6681000.0
Delhi,Dwarka,1281,3,2,13387000.0
Chennai,Ambattur,1618,3,2,14262000.0
Bangalore,Sarjapur Road,1848,4,3,21520000.0
Delhi,Saket,815,2,1,10024000.0
Chennai,Ambattur,1495,3,3,12556000.0
Chennai,OMR,1109,3,3,12311000.0
Delhi,Uttam Nagar,731,2,2,4266000.0
Bangalore,Electronic City,2013,4,4,20887000.0
Bangalore,Whitefield,1719,3,2,22393000.0
Bangalore,Hebbal,2230,4,3,35844000.0
Delhi,Rohini,806,2,2,6814000.0
Hyderabad,Kukatpally,1546,3,3,9189000.0
Delhi,Uttam Nagar,559,1,1,2555000.0
Bangalore,Hebbal,992,2,1,15867000.0
Mumbai,Borivali,2808,5,5,42157000.0
Delhi,Dwarka,1765,3,3,19125000.0
Hyderabad,Gachibowli,3245,5,4,34021000.0
Bangalore,Yelahanka,780,2,1,7262000.0
Hyderabad,Miyapur,1591,3,3,8978000.0
Mumbai,Andheri East,1687,3,3,31161000.0
Hyderabad,Gachibowli,868,2,2,6163000.0
Chennai,Ambattur,2637,4,4,26089000.0
Delhi,Saket,1430,3,2,22505000.0
Hyderabad,HITEC City,723,2,2,6195000.0
Mumbai,Chembur,728,2,1,10317000.0
Bangalore,Whitefield,780,2,2,10243000.0
Delhi,Rohini,1544,3,3,14020000.0
Hyderabad,Miyapur,1276,3,2,7237000.0
Delhi,Saket,762,2,2,11813000.0
Chennai,Chromepet,2673,4,4,19958000.0
Mumbai,Worli,1296,3,2,27616000.0
Chennai,Pallavaram,1539,3,2,13235000.0
Hyderabad,Kukatpally,1032,2,1,6412000.0
Hyderabad,Gachibowli,1069,2,2,8076000.0
Chennai,OMR,1632,3,3,21813000.0
Chennai,Medavakkam,920,2,2,7979000.0
Bangalore,Hebbal,704,2,1,9824000.0
Mumbai,Chembur,1070,2,1,15993000.0
Mumbai,Worli,725,2,2,16993000.0
Chennai,Medavakkam,1636,3,2,14402000.0
Chennai,OMR,1008,2,2,9227000.0
Bangalore,Whitefield,872,2,2,10882000.0
Bangalore,Hebbal,1106,2,2,17092000.0
Mumbai,Worli,975,2,2,25278000.0
Delhi,Saket,1341,3,2,18681000.0
Bangalore,Whitefield,2289,4,3,37322000.0
Hyderabad,Miyapur,1365,3,3,8144000.0
Chennai,Medavakkam,1038,2,1,9072000.0
Mumbai,Worli,512,1,1,11336000.0
Bangalore,Whitefield,780,2,2,10603000.0
Delhi,Dwarka,2574,4,4,26836000.0
Bangalore,Electronic City,737,2,2,6873000.0
Chennai,Chromepet,1089,2,2,8912000.0
Chennai,Pallavaram,2692,4,4,24429000.0
Mumbai,Chembur,1214,3,3,18640000.0
Delhi,Uttam Nagar,1180,2,2,5920000.0
Delhi,Uttam Nagar,432,1,1,2168000.0
Delhi,Greater Kailash,1128,2,1,18167000.0
Mumbai,Worli,1885,4,3,50803000.0
Delhi,Dwarka,1573,3,3,14248000.0
Delhi,Rohini,1276,3,3,12053000.0
Mumbai,Lower Parel,725,2,2,17342000.0
Chennai,Ambattur,761,2,1,5634000.0
Hyderabad,Kukatpally,1463,3,3,9482000.0
Chennai,Ambattur,3509,5,5,29295000.0
Bangalore,Yelahanka,1237,3,3,12668000.0
Hyderabad,HITEC City,815,2,2,7241000.0
Mumbai,Lower Parel,1451,3,3,34612000.0
Bangalore,Electronic City,734,2,2,6929000.0
Bangalore,Yelahanka,485,1,1,4885000.0
Mumbai,Borivali,571,1,1,6392000.0
Chennai,Chromepet,1028,2,2,7066000.0
Delhi,Uttam Nagar,873,2,1,4372000.0
Delhi,Uttam Nagar,1370,3,3,7481000.0
Mumbai,Lower Parel,889,2,2,17870000.0
Mumbai,Lower Parel,956,2,2,20775000.0
Hyderabad,Miyapur,1118,3,3,6192000.0
Bangalore,Electronic City,981,2,2,9076000.0
Delhi,Uttam Nagar,2438,4,4,12936000.0
Mumbai,Andheri East,1976,4,4,35541000.0
Mumbai,Worli,1422,3,3,37630000.0
Bangalore,Yelahanka,890,2,2,8574000.0
Hyderabad,HITEC City,1559,3,3,16010000.0
Delhi,Dwarka,1233,3,2,12632000.0
Delhi,Rohini,1572,3,2,14099000.0
Hyderabad,Kukatpally,1162,2,2,7081000.0
Mumbai,Andheri East,400,1,1,6281000.0
Delhi,Uttam Nagar,3237,5,5,22734000.0
Chennai,Ambattur,1155,3,3,8603000.0
Mumbai,Lower Parel,1568,3,3,34171000.0
Hyderabad,Miyapur,1333,3,3,7358000.0
Chennai,Chromepet,574,1,1,3023000.0
Chennai,Pallavaram,1254,3,3,10108000.0
Delhi,Greater Kailash,1318,3,2,21197000.0
Chennai,Chromepet,773,2,2,5803000.0
Mumbai,Worli,815,2,1,20358000.0
Bangalore,Sarjapur Road,446,1,1,4406000.0
Delhi,Uttam Nagar,1033,2,1,6000000.0
Bangalore,Yelahanka,589,1,1,5044000.0
Mumbai,Chembur,1205,3,2,17586000.0
Chennai,OMR,2219,4,4,29744000.0
Mumbai,Andheri East,2168,4,4,42492000.0
Chennai,Ambattur,1265,3,3,8605000.0
Bangalore,Yelahanka,1769,3,3,19082000.0
Bangalore,Yelahanka,1772,4,4,21602000.0
Chennai,Pallavaram,2322,4,3,20771000.0
Chennai,Pallavaram,902,2,2,6356000.0
Bangalore,Yelahanka,3554,5,4,41011000.0
Chennai,OMR,762,2,2,8777000.0
Delhi,Rohini,1060,2,2,8471000.0
Mumbai,Worli,776,2,1,15873000.0
Chennai,Chromepet,1085,2,2,8016000.0
Hyderabad,Kondapur,455,1,1,2724000.0
Chennai,Pallavaram,2371,4,4,18239000.0
Delhi,Uttam Nagar,1376,3,3,7642000.0
Bangalore,Whitefield,1486,3,2,21000000.0
Chennai,Medavakkam,715,2,1,6535000.0
Delhi,Uttam Nagar,1727,3,3,10525000.0
Hyderabad,Kondapur,423,1,1,2474000.0
Chennai,Pallavaram,770,2,1,5991000.0
Hyderabad,Gachibowli,1056,2,1,6329000.0
Chennai,Medavakkam,1758,3,3,15426000.0
Bangalore,Whitefield,3652,5,5,63439000.0
Chennai,OMR,1174,3,3,12616000.0
Delhi,Greater Kailash,2639,5,4,43335000.0
Delhi,Greater Kailash,489,1,1,7183000.0
Delhi,Saket,1671,4,4,22549000.0
Chennai,OMR,1121,3,2,12055000.0
Bangalore,Hebbal,1996,4,3,30739000.0
Bangalore,Electronic City,1088,2,1,10166000.0
Bangalore,Whitefield,1572,3,3,25767000.0
Chennai,Chromepet,1749,4,3,14890000.0
Chennai,Ambattur,1792,4,4,14845000.0
Chennai,Medavakkam,1265,3,3,12402000.0
Mumbai,Andheri East,1439,3,2,21998000.0
Chennai,Pallavaram,1737,3,2,12557000.0
Bangalore,Whitefield,976,2,1,12906000.0
Mumbai,Worli,1164,3,3,29362000.0
Hyderabad,HITEC City,1502,3,2,11826000.0
Delhi,Dwarka,456,1,1,3335000.0
Chennai,Chromepet,1521,3,3,14485000.0
Chennai,Medavakkam,759,2,1,6120000.0
Chennai,OMR,1329,3,2,15300000.0
Mumbai,Lower Parel,965,2,2,23295000.0
Hyderabad,HITEC City,1183,2,1,10320000.0
Hyderabad,HITEC City,795,2,1,6546000.0
Hyderabad,Kukatpally,808,2,2,4671000.0
Chennai,Pallavaram,853,2,2,6135000.0
Bangalore,Yelahanka,775,2,2,7933000.0
Bangalore,Whitefield,1230,3,3,18826000.0
Chennai,Ambattur,2522,4,3,18935000.0
Hyderabad,Kondapur,1124,3,3,8877000.0
Hyderabad,Gachibowli,2646,4,4,23518000.0
Chennai,Medavakkam,1059,2,2,8259000.0
Chennai,Pallavaram,648,1,1,4850000.0
Chennai,Pallavaram,2513,4,4,19061000.0
Delhi,Dwarka,1326,3,2,14666000.0
Hyderabad,Gachibowli,1515,3,3,13154000.0
Chennai,Chromepet,1169,2,2,8782000.0
Bangalore,Hebbal,824,2,1,13140000.0
Delhi,Rohini,1063,2,2,9209000.0
Hyderabad,HITEC City,1051,2,2,10363000.0
Bangalore,Whitefield,1478,3,3,19542000.0
Chennai,OMR,1179,2,2,13864000.0
Bangalore,Whitefield,1486,3,3,19790000.0
Delhi,Uttam Nagar,612,1,1,2523000.0
Bangalore,Yelahanka,631,1,1,5491000.0
Delhi,Dwarka,807,2,2,6403000.0
Chennai,Ambattur,1708,4,4,15433000.0
Hyderabad,Gachibowli,1116,2,1,8774000.0
Hyderabad,Gachibowli,2584,4,3,24655000.0
Bangalore,Yelahanka,801,2,2,8839000.0
Mumbai,Lower Parel,1667,3,3,36723000.0
Delhi,Saket,1136,3,3,15693000.0
Bangalore,Electronic City,1722,3,3,14949000.0
Chennai,Medavakkam,1069,2,1,9258000.0
Mumbai,Borivali,1390,3,2,19458000.0
Delhi,Rohini,713,2,1,5178000.0
Bangalore,Sarjapur Road,506,1,1,5461000.0
Mumbai,Lower Parel,1391,3,3,34314000.0
Chennai,OMR,1586,3,3,18247000.0
Delhi,Uttam Nagar,3618,5,5,24711000.0
Mumbai,Borivali,1336,3,3,17026000.0
Bangalore,Yelahanka,434,1,1,3941000.0
Delhi,Saket,1050,2,2,12305000.0
Mumbai,Lower Parel,742,2,2,17289000.0
Hyderabad,Gachibowli,822,2,1,5524000.0
Hyderabad,Miyapur,760,2,1,4022000.0
Bangalore,Sarjapur Road,1989,4,4,28766000.0
Delhi,Saket,861,2,2,11542000.0
Hyderabad,Kondapur,1112,2,2,9402000.0
Chennai,Chromepet,589,1,1,4075000.0
Delhi,Saket,816,2,2,10003000.0
Bangalore,Sarjapur Road,1715,3,3,18307000.0
Chennai,Pallavaram,700,2,2,4944000.0
Chennai,Chromepet,950,2,1,5890000.0
Chennai,OMR,560,1,1,5384000.0
Chennai,OMR,525,1,1,5547000.0
Bangalore,Sarjapur Road,1649,3,3,22544000.0
Bangalore,Electronic City,1106,3,3,11505000.0
Delhi,Rohini,1179,2,2,9634000.0
Delhi,Uttam Nagar,1311,3,3,7235000.0
Chennai,Chromepet,1540,3,3,14800000.0
Delhi,Uttam Nagar,2189,4,4,15216000.0
Delhi,Uttam Nagar,878,2,1,4735000.0
Delhi,Rohini,717,2,1,5714000.0
Chennai,Chromepet,750,2,2,6062000.0
Delhi,Rohini,810,2,2,5351000.0
Hyderabad,Kukatpally,785,2,2,3639000.0
Mumbai,Andheri East,854,2,2,14474000.0
Bangalore,Whitefield,2587,5,4,42741000.0
Delhi,Saket,2558,4,4,32752000.0
Bangalore,Yelahanka,774,2,1,6732000.0
Chennai,OMR,993,2,2,9799000.0
Delhi,Greater Kailash,875,2,2,13079000.0
Delhi,Greater Kailash,902,2,1,11495000.0
Mumbai,Chembur,1536,3,2,21990000.0
Chennai,Ambattur,429,1,1,3011000.0
Hyderabad,HITEC City,2566,4,4,29410000.0
Chennai,Medavakkam,462,1,1,3453000.0
Bangalore,Sarjapur Road,1363,3,3,18058000.0
Hyderabad,Miyapur,707,2,2,3695000.0
Mumbai,Lower Parel,800,2,2,16823000.0
Delhi,Dwarka,987,2,2,9229000.0
Delhi,Saket,2330,4,4,32930000.0
Hyderabad,Kukatpally,1111,3,2,7239000.0
Hyderabad,Miyapur,1173,2,1,5995000.0
Mumbai,Lower Parel,1407,3,3,36191000.0
Chennai,Chromepet,743,2,2,5987000.0
Bangalore,Hebbal,1444,3,3,22484000.0
Chennai,Ambattur,1760,3,3,16302000.0
Delhi,Saket,1792,3,3,24063000.0
Chennai,OMR,834,2,2,9286000.0
Delhi,Uttam Nagar,2077,4,4,13299000.0
Mumbai,Andheri East,1101,3,3,20032000.0
Chennai,Pallavaram,1205,3,2,8689000.0
Mumbai,Borivali,1445,3,2,20498000.0
Delhi,Greater Kailash,1316,3,3,22368000.0
Mumbai,Chembur,978,2,1,14251000.0
Delhi,Saket,1520,3,3,20546000.0
Mumbai,Andheri East,2444,4,4,50527000.0
Delhi,Uttam Nagar,890,2,2,5106000.0
Mumbai,Worli,454,1,1,9620000.0
Bangalore,Sarjapur Road,926,2,2,11468000.0
Mumbai,Lower Parel,1799,3,2,43299000.0
Chennai,Ambattur,602,1,1,4088000.0
Delhi,Saket,1501,3,3,20953000.0
Chennai,Ambattur,1192,3,3,10972000.0
Hyderabad,Gachibowli,1101,2,2,8858000.0
Hyderabad,Gachibowli,981,2,2,8063000.0
Hyderabad,Kukatpally,1309,3,3,7094000.0
Bangalore,Whitefield,1647,3,3,22223000.0
Delhi,Uttam Nagar,1275,3,2,6902000.0
Delhi,Rohini,1089,2,1,9227000.0
Bangalore,Electronic City,1299,3,3,13840000.0
Bangalore,Whitefield,1663,3,2,23472000.0
Mumbai,Chembur,1694,3,2,22470000.0
Mumbai,Chembur,1728,3,3,28043000.0
Mumbai,Worli,776,2,2,17998000.0
Bangalore,Yelahanka,2556,4,3,25419000.0
Chennai,OMR,469,1,1,4750000.0
Mumbai,Lower Parel,1249,3,3,31086000.0
Hyderabad,Miyapur,412,1,1,2189000.0
Hyderabad,Kukatpally,1777,3,3,10842000.0
Bangalore,Hebbal,1124,2,1,15336000.0
Chennai,Pallavaram,1011,2,2,8045000.0
Hyderabad,Kukatpally,1695,3,3,10239000.0
Mumbai,Lower Parel,793,2,2,18467000.0
Hyderabad,Miyapur,555,1,1,2692000.0
Delhi,Uttam Nagar,1077,2,1,5803000.0
Bangalore,Hebbal,551,1,1,5930000.0
Hyderabad,HITEC City,1476,3,2,14691000.0
Mumbai,Borivali,3637,5,4,53605000.0
Hyderabad,Miyapur,1141,3,3,5731000.0
Chennai,Ambattur,1283,3,3,10486000.0
Delhi,Saket,2272,4,4,40496000.0
Chennai,OMR,1758,3,3,20168000.0
Hyderabad,HITEC City,1143,2,2,10016000.0
Delhi,Uttam Nagar,1205,3,3,7169000.0
Mumbai,Lower Parel,882,2,2,20664000.0
Bangalore,Electronic City,2581,4,4,29679000.0
Mumbai,Worli,1456,3,2,42663000.0
Mumbai,Borivali,2139,4,4,32643000.0
Hyderabad,Kukatpally,2674,5,5,23027000.0
Hyderabad,Kondapur,1530,3,3,12739000.0
Delhi,Rohini,827,2,2,6532000.0
Hyderabad,Gachibowli,2041,4,4,16412000.0
Chennai,OMR,736,2,1,8137000.0
Hyderabad,HITEC City,1525,3,3,14461000.0
Delhi,Rohini,1364,3,3,12377000.0
Delhi,Uttam Nagar,1541,3,3,9227000.0
Hyderabad,Kondapur,1549,3,3,13069000.0
Bangalore,Yelahanka,759,2,2,6918000.0
Hyderabad,Gachibowli,1668,4,4,14895000.0
Mumbai,Lower Parel,755,2,2,14223000.0
Bangalore,Sarjapur Road,825,2,1,9884000.0
Mumbai,Chembur,671,1,1,8374000.0
Hyderabad,Kondapur,1139,2,2,8938000.0
Mumbai,Borivali,1057,2,1,13210000.0
Delhi,Dwarka,1379,3,2,14974000.0
Delhi,Saket,1310,3,3,17660000.0
Chennai,OMR,1127,2,1,14404000.0
Mumbai,Lower Parel,1116,3,3,24393000.0
Delhi,Dwarka,3132,5,4,37171000.0
Bangalore,Sarjapur Road,1231,3,3,18286000.0
Chennai,Pallavaram,590,1,1,3730000.0
Chennai,OMR,1533,3,3,17715000.0
Hyderabad,Kukatpally,1754,3,3,11275000.0
Hyderabad,Kondapur,2088,4,4,17550000.0
Bangalore,Sarjapur Road,1114,3,2,12000000.0
Hyderabad,HITEC City,917,2,1,7753000.0
Bangalore,Electronic City,1681,4,4,18999000.0
Chennai,Medavakkam,446,1,1,3138000.0
Bangalore,Hebbal,1379,3,3,22652000.0
Bangalore,Sarjapur Road,1170,2,2,14031000.0
Bangalore,Sarjapur Road,1309,3,2,17256000.0
Chennai,Medavakkam,1147,2,2,9018000.0
Hyderabad,HITEC City,2474,4,4,26186000.0
Mumbai,Borivali,906,2,2,10717000.0
Mumbai,Lower Parel,803,2,1,15721000.0
Mumbai,Lower Parel,1267,3,3,32222000.0
Delhi,Saket,1740,3,3,23533000.0
Mumbai,Lower Parel,624,1,1,13317000.0
Delhi,Saket,1256,3,3,17813000.0
Chennai,Pallavaram,772,2,1,4989000.0
Mumbai,Worli,1043,2,1,25768000.0
Delhi,Dwarka,759,2,2,6040000.0
Mumbai,Lower Parel,1162,3,3,23111000.0
Chennai,Ambattur,1186,2,1,8713000.0
Mumbai,Worli,1107,3,3,31263000.0
Hyderabad,Kukatpally,1450,3,3,8631000.0
Chennai,OMR,1227,3,3,13499000.0
Bangalore,Whitefield,914,2,2,13386000.0
Hyderabad,Kukatpally,1778,4,4,12222000.0
Chennai,OMR,640,1,1,5386000.0
Mumbai,Worli,1182,3,3,29834000.0
Mumbai,Andheri East,1102,2,1,19702000.0
Delhi,Uttam Nagar,1137,2,2,7002000.0
Delhi,Dwarka,3025,5,4,32142000.0
Mumbai,Chembur,1597,3,3,24583000.0
Hyderabad,Gachibowli,2157,4,4,18797000.0
Chennai,Pallavaram,427,1,1,2377000.0
Delhi,Saket,1350,3,3,16877000.0
Mumbai,Worli,1039,2,1,25195000.0
Hyderabad,Kondapur,1066,2,2,8439000.0
Chennai,OMR,585,1,1,5584000.0
Chennai,OMR,932,2,2,10076000.0
Mumbai,Andheri East,1760,3,3,34498000.0
Bangalore,Electronic City,1171,3,3,12767000.0
Chennai,OMR,2573,4,4,34558000.0
Mumbai,Borivali,1635,3,3,19767000.0
Mumbai,Chembur,1083,2,2,17146000.0
Chennai,OMR,1344,3,3,17160000.0
Mumbai,Andheri East,3671,5,5,73179000.0
Mumbai,Lower Parel,669,1,1,12242000.0
Chennai,Chromepet,1117,2,2,6823000.0
Delhi,Greater Kailash,1322,3,3,20443000.0
Delhi,Greater Kailash,2413,4,4,45071000.0
Mumbai,Andheri East,1167,3,3,20180000.0
Mumbai,Borivali,862,2,2,12654000.0
Mumbai,Borivali,2334,4,4,35855000.0
Hyderabad,Kukatpally,1144,3,2,7438000.0
Mumbai,Chembur,1422,3,3,22943000.0
Hyderabad,Kondapur,1146,2,2,7769000.0
Mumbai,Chembur,1165,2,2,17286000.0
